No Faktur,Tanggal,Nama Outlet,Nama Kasir,Jam,Deskripsi Produk,Modifier,Jumlah Barang,Jumlah dibatalkan,Harga Per Barang,Jumlah Harga,Diskon Per Barang,Tipe Diskon per Barang,Diskon Transaksi,Tipe Diskon Transaksi,Pajak,Subtotal,Status,Metode Pembayaran,No. Referensi
206142KN,16-04-2021,Tovi Kohi,Henggar Vyasto,14:20:28,Espresso Glass,,1,1,40000,0,0,,0,,0,0,Dibatalkan,CASH,
206142KN,16-04-2021,Tovi Kohi,Henggar Vyasto,14:20:28,Rok Presso Toolkit,,1,1,300000,0,0,,0,,0,0,Dibatalkan,CASH,
206142KN,16-04-2021,Tovi Kohi,Henggar Vyasto,14:20:28,Cheeseblend 1kg,,1,1,185000,0,0,,0,,0,0,Dibatalkan,CASH,
206142KN,16-04-2021,Tovi Kohi,Henggar Vyasto,14:20:28,Carafe 150ml,,1,1,35000,0,0,,0,,0,0,Dibatalkan,CASH,
206142KN,16-04-2021,Tovi Kohi,Henggar Vyasto,14:20:28,V-60 Dripper 01,,1,1,65000,0,0,,0,,0,0,Dibatalkan,CASH,
206142KN,16-04-2021,Tovi Kohi,Henggar Vyasto,14:20:28,Grab Delivery,,1,1,25000,0,0,,0,,0,0,Dibatalkan,CASH,
20523CH8,15-04-2021,Tovi Kohi,Nadhila,23:03:06,"To - Brew,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
20522VBG,15-04-2021,Tovi Kohi,Henggar Vyasto,22:52:37,"absensi,",,1,1,1,0,0,,0,,0,0,Dibatalkan,CASH,
20521Q2L,15-04-2021,Tovi Kohi,Nadhila,21:31:42,"Milk Tea, Ice",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
20521Q2L,15-04-2021,Tovi Kohi,Nadhila,21:31:42,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
20521Q2L,15-04-2021,Tovi Kohi,Nadhila,21:31:42,"Cappuchino, Magic",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20521Q2L,15-04-2021,Tovi Kohi,Nadhila,21:31:42,"Cilok Crispy,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
205216A2,15-04-2021,Tovi Kohi,Nadhila,21:31:15,"Hazelnut,",,1,0,18000,18000,0,,1800,"% ,",0,16200,Transaksi,CASH,
20520OWG,15-04-2021,Tovi Kohi,Nadhila,20:33:49,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20520OWG,15-04-2021,Tovi Kohi,Nadhila,20:33:49,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
205184XF,15-04-2021,Tovi Kohi,Nadhila,18:57:42,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20504FBS,15-04-2021,Tovi Kohi,Nadhila,04:02:11,"Cafe Latte, Original",,1,0,16000,16000,0,,1600,"% ,",0,14400,Transaksi,CASH,
204238KY,14-04-2021,Tovi Kohi,Nadhila,23:19:52,"To - Brew,",,1,0,12000,12000,0,,2000,"Rp ,",0,10000,Transaksi,CASH,
20423OL0,14-04-2021,Tovi Kohi,Nadhila,23:19:19,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
20423OL0,14-04-2021,Tovi Kohi,Nadhila,23:19:19,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
20423MTK,14-04-2021,Tovi Kohi,Nadhila,23:18:55,"Bottled Coffee, Iced Latte 250ml",,7,0,20000,140000,0,,6667,"Rp ,",0,133333,Transaksi,CASH,
20423MTK,14-04-2021,Tovi Kohi,Nadhila,23:18:55,"Bottled Coffee, Black Coldbrew",,7,0,25000,175000,35000,"Rp ,",6667,"Rp ,",0,133333,Transaksi,CASH,
20423MTK,14-04-2021,Tovi Kohi,Nadhila,23:18:55,"Bottled Coffee, White Coldbrew",,7,0,22000,154000,14000,"Rp ,",6667,"Rp ,",0,133333,Transaksi,CASH,
17321A1S,14-04-2021,Tovi Kohi,Nadhila,23:08:34,"Lemon Tea, Ice",,1,1,14000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
17620798,14-04-2021,Tovi Kohi,Nadhila,23:08:26,"Cafe Latte, Original",,1,1,16000,0,0,,0,"% ,",0,0,Dibatalkan,"CASH, CASH",
17220QA0,14-04-2021,Tovi Kohi,Nadhila,23:08:18,"Dragon Tea, Ice",,1,1,14000,0,0,,0,"% ,",0,0,Dibatalkan,"CASH, CASH",
176227H1,14-04-2021,Tovi Kohi,Nadhila,23:08:05,"Cafe Latte, Original",,1,1,16000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
176220F3,14-04-2021,Tovi Kohi,Nadhila,23:07:59,"Americano, Hot",,1,1,14000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
17820R1B,14-04-2021,Tovi Kohi,Nadhila,23:07:53,"Piccolo, Ice",,1,1,14000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
17820R1B,14-04-2021,Tovi Kohi,Nadhila,23:07:53,"Piccolo, Hot",,1,1,13000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
17921AT3,14-04-2021,Tovi Kohi,Nadhila,23:07:47,"Piccolo, Ice",,1,1,14000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
18021KTX,14-04-2021,Tovi Kohi,Nadhila,23:07:40,"Piccolo, Hot",,1,1,13000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
17522XJL,14-04-2021,Tovi Kohi,Nadhila,23:07:33,"Cafe Latte, Flavour",,1,1,18000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
18319AOU,14-04-2021,Tovi Kohi,Nadhila,23:07:23,"Choco Latte, Ice",,1,1,19000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
1911930X,14-04-2021,Tovi Kohi,Nadhila,23:07:17,"Strawberry Jam,",,1,1,2000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
1911930X,14-04-2021,Tovi Kohi,Nadhila,23:07:17,"Pink Story, Ice",,1,1,18000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
19121EW1,14-04-2021,Tovi Kohi,Nadhila,23:07:06,"Piccolo, Hot",,1,1,13000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
19417JEF,14-04-2021,Tovi Kohi,Nadhila,23:06:55,"Pink Story, Ice",,1,1,18000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
19417JEF,14-04-2021,Tovi Kohi,Nadhila,23:06:55,"Strawberry Jam,",,1,1,2000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
19221O7A,14-04-2021,Tovi Kohi,Nadhila,23:06:50,"Piccolo, Ice",,1,1,14000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
19521RVR,14-04-2021,Tovi Kohi,Nadhila,23:06:42,"Cafe Latte, Original",,1,1,16000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
20022VT2,14-04-2021,Tovi Kohi,Nadhila,23:06:27,"Gula Aren, Original",,1,1,17000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
20022VT2,14-04-2021,Tovi Kohi,Nadhila,23:06:27,"Coffee Beer,",,1,1,20000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
20022VT2,14-04-2021,Tovi Kohi,Nadhila,23:06:27,"Piccolo, Ice",,1,1,14000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
20022UHJ,14-04-2021,Tovi Kohi,Nadhila,23:06:12,"Cafe Latte, Original",,1,1,16000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
19621EIL,14-04-2021,Tovi Kohi,Nadhila,23:05:32,"Cafe Latte, Original",,1,1,16000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
18021EBJ,14-04-2021,Tovi Kohi,Nadhila,23:05:27,"Gula Aren, Original",,1,1,17000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
198225NR,14-04-2021,Tovi Kohi,Nadhila,23:04:54,"Gula Aren, Original",,1,1,17000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
17522EQD,14-04-2021,Tovi Kohi,Nadhila,23:04:47,"Piccolo, Hot",,1,1,13000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
17522EQD,14-04-2021,Tovi Kohi,Nadhila,23:04:47,"Cafe Latte, Flavour",,1,1,18000,0,0,,0,,0,0,Dibatalkan,"CASH, CASH",
20416DX9,14-04-2021,Tovi Kohi,Henggar Vyasto,16:41:17,"Doppio,",,1,0,12000,12000,0,,2400,"% ,",0,9600,Transaksi,CASH,
20221K94,12-04-2021,Tovi Kohi,Nadila,21:21:38,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
20221J0J,12-04-2021,Tovi Kohi,Nadila,21:21:21,"Cafe Latte, Original",,1,0,16000,16000,0,,1600,"% ,",0,14400,Transaksi,CASH,
20220DOR,12-04-2021,Tovi Kohi,Nadila,20:47:26,"Choco Latte, Hot",,1,0,17000,17000,0,,1700,"% ,",0,15300,Transaksi,CASH,
20219NTQ,12-04-2021,Tovi Kohi,Nadila,19:42:37,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
20219EKB,12-04-2021,Tovi Kohi,Nadila,19:14:35,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
20219EKB,12-04-2021,Tovi Kohi,Nadila,19:14:35,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20219EKB,12-04-2021,Tovi Kohi,Nadila,19:14:35,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
20219V29,12-04-2021,Tovi Kohi,Nadila,19:13:51,"Lemon Tea, Ice",,1,1,14000,0,0,,0,,0,0,Dibatalkan,CASH,
20219V29,12-04-2021,Tovi Kohi,Nadila,19:13:51,"Pink Story, Ice",,1,1,18000,0,0,,0,,0,0,Dibatalkan,CASH,
20219V29,12-04-2021,Tovi Kohi,Nadila,19:13:51,"Strawberry Jam,",,1,1,2000,0,0,,0,,0,0,Dibatalkan,CASH,
20218UOT,12-04-2021,Tovi Kohi,Nadila,18:48:42,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
20218R6A,12-04-2021,Tovi Kohi,Nadila,18:29:51,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20218R6A,12-04-2021,Tovi Kohi,Nadila,18:29:51,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
20218R6A,12-04-2021,Tovi Kohi,Nadila,18:29:51,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20215HQW,12-04-2021,Tovi Kohi,Nadila,15:29:50,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
20215HQW,12-04-2021,Tovi Kohi,Nadila,15:29:50,"Butter Scotch, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
20119AVF,11-04-2021,Tovi Kohi,Nadila,19:29:27,"Mochacino, Hot",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
20119W1W,11-04-2021,Tovi Kohi,Nadila,19:27:59,"Cappuchino, Magic",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20119NZ1,11-04-2021,Tovi Kohi,Nadila,19:22:51,"Americano, Ice",,1,0,16000,16000,0,,3200,"% ,",0,12800,Transaksi,CASH,
201197JI,11-04-2021,Tovi Kohi,Nadila,19:19:54,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
20119UI2,11-04-2021,Tovi Kohi,Henggar Vyasto,19:13:43,"Cafe Latte, Original",,1,0,16000,16000,0,,1600,"% ,",0,14400,Transaksi,CASH,
20118U47,11-04-2021,Tovi Kohi,Nadila,18:50:46,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
201183HS,11-04-2021,Tovi Kohi,Nadila,18:50:30,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
201183HS,11-04-2021,Tovi Kohi,Nadila,18:50:30,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
20118AAM,11-04-2021,Tovi Kohi,Nadila,18:32:26,"Mochacino, Hot",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
20117ITZ,11-04-2021,Tovi Kohi,Nadila,17:36:24,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
20117QOI,11-04-2021,Tovi Kohi,Nadila,17:35:54,"Butter Scotch, Ice",,1,0,19000,19000,0,,3800,"% ,",0,15200,Transaksi,CASH,
20117M3O,11-04-2021,Tovi Kohi,Nadila,17:35:33,"Mochacino, Hot",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
20117M3O,11-04-2021,Tovi Kohi,Nadila,17:35:33,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20117M3O,11-04-2021,Tovi Kohi,Nadila,17:35:33,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
20117M3O,11-04-2021,Tovi Kohi,Nadila,17:35:33,"Lemon Tea, Hot",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
20117M3O,11-04-2021,Tovi Kohi,Nadila,17:35:33,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
20117M3O,11-04-2021,Tovi Kohi,Nadila,17:35:33,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
20115THH,11-04-2021,Tovi Kohi,Nadila,15:23:05,"Mochacino, Hot",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
20022IPU,10-04-2021,Tovi Kohi,Pipah,22:58:17,"Cappuchino, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
200229X5,10-04-2021,Tovi Kohi,Pipah,22:49:34,"Croissant,",,2,0,5000,10000,0,,0,,0,10000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"Lemon Tea, Hot",,2,0,12000,24000,0,,0,,0,24000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"Pink Story, Ice",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"Strawberry Jam,",,2,0,2000,4000,0,,0,,0,4000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"Vietnam Drip, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"Risoles,",,2,0,15000,30000,0,,0,,0,30000,Transaksi,CASH,
200220KD,10-04-2021,Tovi Kohi,Pipah,22:46:31,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
20022VJ9,10-04-2021,Tovi Kohi,Pipah,22:44:22,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
20022VJ9,10-04-2021,Tovi Kohi,Pipah,22:44:22,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
200222U5,10-04-2021,Tovi Kohi,Pipah,22:43:56,"Long Black,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
200222DD,10-04-2021,Tovi Kohi,Pipah,22:43:17,"Dragon Tea, Hot",,1,0,12000,12000,0,,1200,"% ,",0,10800,Transaksi,CASH,
20021XR8,10-04-2021,Tovi Kohi,Pipah,21:41:10,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
20021XR8,10-04-2021,Tovi Kohi,Pipah,21:41:10,"Long Black,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
20021NFQ,10-04-2021,Tovi Kohi,Pipah,21:12:53,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
20018XQ8,10-04-2021,Tovi Kohi,Pipah,18:55:05,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
20018XQ8,10-04-2021,Tovi Kohi,Pipah,18:55:05,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
20018CMO,10-04-2021,Tovi Kohi,Pipah,18:10:41,"V-60, Japstyle",,1,0,18000,18000,0,,1800,"% ,",0,16200,Transaksi,CASH,
20017Y6O,10-04-2021,Tovi Kohi,Pipah,17:06:18,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
20017Z46,10-04-2021,Tovi Kohi,Pipah,17:05:31,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
19922XTW,09-04-2021,Tovi Kohi,Pipah,22:09:03,"Pink Story, Ice",,3,0,18000,54000,0,,0,,0,54000,Transaksi,CASH,
19922XTW,09-04-2021,Tovi Kohi,Pipah,22:09:03,"Strawberry Jam,",,3,0,2000,6000,0,,0,,0,6000,Transaksi,CASH,
19922XTW,09-04-2021,Tovi Kohi,Pipah,22:09:03,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
19921IPF,09-04-2021,Tovi Kohi,Pipah,21:28:42,"Coffee Beer,",,1,0,20000,20000,0,,2000,"% ,",0,18000,Transaksi,CASH,
19921UB5,09-04-2021,Tovi Kohi,Pipah,21:07:48,"V-60, Original",,1,0,17000,17000,0,,3400,"% ,",0,13600,Transaksi,CASH,
19921UB5,09-04-2021,Tovi Kohi,Pipah,21:07:48,"Dragon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
19921PWC,09-04-2021,Tovi Kohi,Pipah,21:05:24,"Coffee Beer,",,2,0,20000,40000,0,,0,,0,40000,Transaksi,CASH,
19920E6S,09-04-2021,Tovi Kohi,Pipah,20:27:03,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
19919UEU,09-04-2021,Tovi Kohi,Pipah,19:38:29,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
19918Q0G,09-04-2021,Tovi Kohi,Pipah,18:42:39,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
19918Q0G,09-04-2021,Tovi Kohi,Pipah,18:42:39,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
19918Q0G,09-04-2021,Tovi Kohi,Pipah,18:42:39,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
19918Q0G,09-04-2021,Tovi Kohi,Pipah,18:42:39,"Cilok Crispy,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
19917ZZV,09-04-2021,Tovi Kohi,Pipah,17:36:16,"Coffee Beer,",,1,0,20000,20000,0,,2000,"% ,",0,18000,Transaksi,CASH,
199138NQ,09-04-2021,Tovi Kohi,Pipah,13:21:01,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
19913LM2,09-04-2021,Tovi Kohi,Pipah,13:20:34,"Cafe Latte, Original",,1,0,16000,16000,0,,6000,"Rp ,",0,10000,Transaksi,CASH,
19822BMA,08-04-2021,Tovi Kohi,Nadila,22:01:51,"Pink Story, Ice",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
19822BMA,08-04-2021,Tovi Kohi,Nadila,22:01:51,"Strawberry Jam,",,2,0,2000,4000,0,,0,,0,4000,Transaksi,CASH,
19822WIR,08-04-2021,Tovi Kohi,Nadila,22:01:16,"Americano, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
1982143I,08-04-2021,Tovi Kohi,Nadila,21:59:56,"Mochacino, Ice",,1,0,21000,21000,0,,0,,0,21000,Transaksi,CASH,
198208KC,08-04-2021,Tovi Kohi,Nadila,20:54:29,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
198208KC,08-04-2021,Tovi Kohi,Nadila,20:54:29,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
19820JE1,08-04-2021,Tovi Kohi,Pipah,20:22:33,Stargazing,,1,1,87000,0,0,,0,,0,0,Dibatalkan,CASH,
19820WT4,08-04-2021,Tovi Kohi,Pipah,20:06:13,"Cappuchino, Magic",,1,1,18000,0,0,,0,,0,0,Dibatalkan,CASH,
198194GG,08-04-2021,Tovi Kohi,Pipah,19:56:09,"To - Brew,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
19818ZDX,08-04-2021,Tovi Kohi,Nadila,18:57:59,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
19818ZDX,08-04-2021,Tovi Kohi,Nadila,18:57:59,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
19817CMS,08-04-2021,Tovi Kohi,Pipah,17:51:16,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
19817CMS,08-04-2021,Tovi Kohi,Pipah,17:51:16,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
19816TEF,08-04-2021,Tovi Kohi,Nadila,16:55:19,"Cafe Latte, Original",,1,1,16000,0,0,,0,"% ,",0,0,Dibatalkan,CASH,
19721K33,07-04-2021,Tovi Kohi,Nadila,21:03:02,"Gula Aren, Original",,1,0,17000,17000,0,,3400,"% ,",0,13600,Transaksi,CASH,
19720PCO,07-04-2021,Tovi Kohi,Nadila,20:56:15,"Cafe Latte, Original",,2,0,16000,32000,0,,3200,"% ,",0,28800,Transaksi,CASH,
19718PVF,07-04-2021,Tovi Kohi,Nadila,18:42:56,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
19718W9K,07-04-2021,Tovi Kohi,Nadila,18:42:44,"Dragon Tea, Ice",,1,1,14000,0,0,,0,"% ,",0,0,Dibatalkan,CASH,
19718W9K,07-04-2021,Tovi Kohi,Nadila,18:42:44,"Gula Aren, Original",,1,1,17000,0,0,,0,"% ,",0,0,Dibatalkan,CASH,
19717YJ7,07-04-2021,Tovi Kohi,Nadila,17:34:24,"Dragon Tea, Ice",,1,0,14000,14000,1400,"% ,",0,,0,12600,Transaksi,CASH,
19717GE7,07-04-2021,Tovi Kohi,Nadila,17:09:26,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
19717GE7,07-04-2021,Tovi Kohi,Nadila,17:09:26,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
19717GE7,07-04-2021,Tovi Kohi,Nadila,17:09:26,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
19717GE7,07-04-2021,Tovi Kohi,Nadila,17:09:26,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
19717GE7,07-04-2021,Tovi Kohi,Nadila,17:09:26,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
19620MS2,06-04-2021,Tovi Kohi,Nadila,20:47:11,"Doppio,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
19620MS2,06-04-2021,Tovi Kohi,Nadila,20:47:11,"Cilok Crispy,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
19620YZP,06-04-2021,Tovi Kohi,Nadila,20:10:53,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
19616MI2,06-04-2021,Tovi Kohi,Nadila,16:50:53,"Coffee Beer,",,1,0,20000,20000,0,,2000,"% ,",0,18000,Transaksi,CASH,
19615PUG,06-04-2021,Tovi Kohi,Nadila,15:54:16,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
19615PUG,06-04-2021,Tovi Kohi,Nadila,15:54:16,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
19615PUG,06-04-2021,Tovi Kohi,Nadila,15:54:16,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
1961557J,06-04-2021,Tovi Kohi,Henggar Vyasto,15:37:00,Blend Honey 80:20,,1,1,175000,0,0,,0,,0,0,Dibatalkan,CASH,
19614P6Y,06-04-2021,Tovi Kohi,Nadila,14:40:34,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
19614P6Y,06-04-2021,Tovi Kohi,Nadila,14:40:34,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
19614P6Y,06-04-2021,Tovi Kohi,Nadila,14:40:34,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
19614P6Y,06-04-2021,Tovi Kohi,Nadila,14:40:34,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
19614P6Y,06-04-2021,Tovi Kohi,Nadila,14:40:34,"Iced Latte, Original",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
19521IJY,05-04-2021,Tovi Kohi,Pipah,21:03:46,"Cafe Latte, Original",,1,0,16000,16000,0,,1600,"% ,",0,14400,Transaksi,CASH,
195218FP,05-04-2021,Tovi Kohi,Pipah,21:00:49,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
195218FP,05-04-2021,Tovi Kohi,Pipah,21:00:49,"Pink Story, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
195218FP,05-04-2021,Tovi Kohi,Pipah,21:00:49,"Strawberry Jam,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
195203CF,05-04-2021,Tovi Kohi,Pipah,20:59:42,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
195203CF,05-04-2021,Tovi Kohi,Pipah,20:59:42,"Dragon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
195150AR,05-04-2021,Tovi Kohi,Pipah,15:44:31,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
19422R94,04-04-2021,Tovi Kohi,Nadila,22:34:42,"Americano, Hot",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
19422R94,04-04-2021,Tovi Kohi,Nadila,22:34:42,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
19422DS8,04-04-2021,Tovi Kohi,Nadila,22:12:20,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
19422DS8,04-04-2021,Tovi Kohi,Nadila,22:12:20,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
19422DS8,04-04-2021,Tovi Kohi,Nadila,22:12:20,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
19422DS8,04-04-2021,Tovi Kohi,Nadila,22:12:20,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
